date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:52:44	164092/164092	---M--	200	added ('OK')	application/font-woff	etag:%225fb5168a-280fc%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.woff	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:45	338716/338716	---M--	200	added ('OK')	application/octet-stream	etag:%225fb5168c-52b1c%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.ttf	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:45	1522998/1522998	---M--	200	added ('OK')	image/svg+xml	etag:%225fb51688-173d36%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/fonts/fa-solid-900.svg	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/font-awesome.css)
23:52:45	4178/4178	---M--	200	added ('OK')	image/gif	etag:%225fb51693-1052%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/ajax-loader.gif	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/ajax-loader.gif	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/slick-theme.css)
23:52:45	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:45%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick.eot	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/slick-theme.css)
23:52:45	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:45%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick.eot?	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slickd41d.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/slick-theme.css)
23:52:46	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:46%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick.woff	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick-2.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/slick-theme.css)
23:52:46	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:46%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick.ttf	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick-3.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/slick-theme.css)
23:52:46	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:46%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick.svg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/fonts/slick-4.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/vendor/slick-theme.css)
23:52:46	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:46%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-1.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-1.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:47	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:47%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-2.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-2.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:47	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:47%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-3.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-3.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:47	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:47%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-4.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-4.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:47	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:47%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-5.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-5.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:48	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:47%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-6.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-6.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:48	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:48%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-7.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-7.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:48	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:48%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-8.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-8.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:48	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:48%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-9.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-9.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:49	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:48%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-10.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-10.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:49	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:49%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-11.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-11.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:49	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:49%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-12.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-12.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:49	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:49%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-13.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-13.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:50	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:49%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-14.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-14.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:50	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:50%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-15.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-15.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:50	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:50%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-16.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-16.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:50	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:50%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-17.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-17.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:51	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:50%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-18.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-18.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:51	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:51%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-19.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-19.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:51	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:51%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-20.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/bg/bg-image-20.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:51	2/2	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2020:52:51%20GMT	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/icons/arrow-icon.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/icons/arrow-icon.html	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:51	216/216	---M--	200	added ('OK')	image/png	etag:%225fb516d0-d8%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/icons/light-close.png	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/icons/light-close.png	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
23:52:57	744494/744494	---M--	200	added ('OK')	image/jpeg	etag:%225fb516b5-b5c2e%22	https://new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/gallery.jpg	C:/My%20Web%20Sites/Web/new.axilthemes.com/demo/template/splash/blogar/assets/images/banner/gallery.jpg	(from https://new.axilthemes.com/demo/template/splash/blogar/assets/css/style.css)
